가게 이름,별점,리뷰 수,태그들
솔이네한식뷔페,5.0,2,"#이국적인, #한식뷔페, #혼밥"
등촌샤브칼국수 창동점,4.5,11,#제로페이
풍년식당,4.0,1,#제로페이
왕노가리,0,0,
상하이,0,0,
랑촌샤브칼국수 본점,4.0,6,#가족모임
벼랑순대국 본점,3.7,63,"#노포, #제로페이"
골방집 번동점,3.6,24,#제로페이
잎새분식,5.0,2,#제로페이
순대국1번지,0,0,
피자헛 번동점,3.6,5,
호치민쌀국수,5.0,1,#제로페이
오병이어,4.0,9,#제로페이
불족발불닭발,0,0,
부산진오뎅 창동점,0,0,
뚜레쥬르 창동역점,3.5,10,"#카카오페이, #제로페이"
창동곱창포차,4.5,4,"#오뎅바, #제로페이"
울포차,0,0,
맥시칸치킨 창동점,5.0,2,
호미스피자 도봉구점,0,0,"#카카오페이, #제로페이"
도봉마루숯불생고기집,5.0,1,"#노포, #점심식사, #제로페이"
남원추어탕,4.6,9,#제로페이
남경,3.9,15,"#혼밥, #제로페이"
더샐러드,5.0,2,"#건강식, #제로페이"
88켄터키치킨 쌍문역점,5.0,2,"#분위기좋은, #치맥, #친목모임, #회식장소"
헝그리브라더스,5.0,2,
무안홍탁,0,0,
창골 감자탕,4.4,12,"#이동약자접근, #제로페이"
부라보쪽갈비 창동점,0,0,
88옛날통닭 신창점,5.0,3,#제로페이
한밤에포차,0,0,
자매보리밥,2.8,10,"#건강식, #노포, #제로페이"
뚜레쥬르 창동대우점,5.0,2,"#카카오페이, #제로페이"
BBQ 창동행복점,2.0,7,#제로페이
엄마김밥떡볶이,1.0,1,
남원감자탕,0,0,
조마루감자탕 도봉점,3.1,7,"#혼밥, #혼술, #제로페이"
고은,0,0,
아이스크림스토리 신창시장점,0,0,#제로페이
전통남원추어탕,0,0,#제로페이
남도홍어빈대떡,0,0,#제로페이
비어스토리,4.0,1,#제로페이
죠스떡볶이 신창시장점,5.0,1,"#혼밥, #제로페이"
피자스쿨 신창시장점,4.1,7,
명인분식,0,0,
홍두깨손칼국수,2.6,17,#제로페이
임한옥베이커리,0,0,#제로페이
장쉐프닭국시,0,0,
프랭크버거 신창점,4.1,8,"#혼밥, #카카오페이, #제로페이"
419초밥,0,0,#카카오페이
키다리아찌,4.0,4,#제로페이
남원추어탕 신창점,1.0,1,
별난솥뚜껑김치삼겹살,5.0,1,
서용미곱창,4.0,13,#제로페이
현방오백소갈비살 창동점,5.0,1,#제로페이
신창분식,5.0,2,
남도명가빈대떡 신창점,0,0,
호프할래,0,0,#제로페이
돈치킨 창동점,4.5,2,
수리술술,0,0,#제로페이
전주명가,5.0,1,#점심특선
묵고갈래 솥뚜껑삼겹살 1호점,4.2,5,"#안심식당, #술한잔하기좋은, #제로페이"
콩새,5.0,1,
포차가니,0,0,
배스킨라빈스 신창점,3.1,8,"#카카오페이, #제로페이"
너추골호프,5.0,1,#제로페이
BHC치킨 창2동점,4.0,7,#제로페이
숯불 껍데기,0,0,"#노포, #심야식당, #제로페이"
가마치통닭 신창시장점,3.0,3,"#카카오페이, #제로페이"
수경,0,0,
청춘회어시장,0,0,
한박상회,5.0,2,
로망스,0,0,
동해물과아구찜,4.0,1,
설식당,5.0,1,
일심서가네순대국밥,0,0,
잭슨바비큐,5.0,2,#제로페이
굴사냥 번동점,0,0,
노원짬뽕,4.4,19,#제로페이
온누림,5.0,2,"#가족모임, #점심식사, #친목모임, #회식장소, #제로페이"
너나들이,0,0,#제로페이
만나김밥,0,0,#제로페이
혜성원,4.5,6,#제로페이
돈우치,0,0,
맛난찌개세상,0,0,#제로페이
동궁식당,0,0,
김가제육찌개 번동점,5.0,2,#제로페이
명가면옥 창동본점,3.5,4,
마켓베이커리 창동역점,0,0,
간빠이 창동역점,2.0,4,#제로페이
종로김밥 창동역점,2.8,6,"#혼밥, #제로페이"
미락식당,1.0,2,
지니피자,4.8,24,"#백종원의골목식당, #지니피자, #창동피자, #피자, #피자맛집, #피맥, #제로페이"
황금꽈배기,1.0,1,
막바,3.3,6,#분위기좋은
완니,4.2,11,"#점심식사, #제로페이"
구르미케이크,5.0,1,#제로페이
민들레김밥과분식 창동점,0,0,#제로페이
처갓집양념치킨 창동점,4.5,4,#제로페이
불암식당,0,0,
호남홍어무침,0,0,
미락찌개마을,0,0,
근식이네 웰빙김밥,3.8,4,
신창칼국수,5.0,3,#제로페이
정주식당,3.1,7,
낙지랑아귀랑,5.0,1,#제로페이
요리왕,3.9,18,"#안심식당, #노포"
초롱이분식,4.7,7,#제로페이
바른치킨 창동신창시장점,4.3,6,"#카카오페이, #제로페이"
여수반건조생선구이,0,0,#제로페이
일성식당,0,0,#제로페이
박리김밥,2.9,8,#제로페이
피자빨간고추,5.0,1,
신송분식,3.4,7,"#혼밥, #제로페이"
맛나당,0,0,#제로페이
코코브레드,3.7,3,
동숭감자탕 신창시장점,0,0,#제로페이
뚜껑집 신창점,0,0,
족돈&족참,0,0,
족돈,3.5,2,#제로페이
왕땅떡갈비 본점,0,0,
민이네식당,0,0,#제로페이
낙원복떡집,0,0,#제로페이
대원닭집,0,0,#제로페이
땅스떡볶이 신창시장점,0,0,
땅스부대찌개 신창시장점,4.0,1,"#카카오페이, #제로페이"
유나네후다닭,0,0,#제로페이
신창유부김밥,5.0,4,#제로페이
샵푸드,5.0,2,#제로페이
깡통집,0,0,
신창빈대떡,3.0,2,
취하리,5.0,4,"#중화포차, #제로페이"
141미각,0,0,
치킨더하기,0,0,#제로페이
빨간오뎅 신창점,0,0,#제로페이
최고의오리,0,0,#제로페이
마적고기,0,0,
푸짐이식당,5.0,9,
푸짐이김치찜,5.0,6,
두찜 도봉창동점,3.0,2,#제로페이
쌍문족발보쌈,3.0,2,#제로페이
인생장칼 신창시장점,3.5,2,
마장동생고기 신창시장점,1.0,1,"#카카오페이, #제로페이"
369서울노가리,0,0,
청춘꼬마김밥 창동점,5.0,2,"#카카오페이, #제로페이"
골목포차,0,0,#제로페이
고향집 대감마루,0,0,"#점심특선, #제로페이"
참나무장작구이,5.0,7,"#노포, #제로페이"
얌얌불냉면&홍어무침,1.0,1,#제로페이
가나점보돈까스 번동점,1.0,1,
치킨의발자국 번동점,0,0,
전주선지순대추어탕,4.3,27,"#노포, #제로페이"
전주기사식당,0,0,#제로페이
멍텅구리숯불꼼장어,0,0,
고메당,5.0,10,"#안심식당, #경양식요리, #혼밥, #제로페이"
삿뽀로돈까스스파게티,0,0,
지존피자,5.0,1,
참맛식당,0,0,#제로페이
초선마라,5.0,2,
네네치킨 번동점,2.4,14,
최가네양평해장국,3.9,8,"#단체석, #점심식사, #혼밥, #제로페이"
응응스크르,0,0,"#카카오페이, #제로페이"
신송활어횟집,5.0,1,
시골집,0,0,#제로페이
서오릉피자 강북점,4.7,12,"#피맥, #카카오페이, #제로페이"
정션,0,0,"#칵테일바, #혼술"
나드리 슈니첼,4.3,30,"#경양식요리, #유럽가정식, #혼밥, #제로페이"
삼남매키친,4.0,4,"#낮술, #쌍문역맛집, #즉석떡볶이, #하이볼"
엄마손분식,5.0,1,
앙글,5.0,2,#상견례
잔치집의정부부대찌개,0,0,
네바다 횟집,4.8,4,"#점심식사, #제로페이"
우리와베이커리,5.0,4,"#소금빵, #쌍문베이커리, #치아바타, #카카오페이, #제로페이"
갓치킨 쌍문역점,4.0,1,#제로페이
행복한밥상,0,0,"#노포, #제로페이"
향원,4.3,18,"#짜장면2천원, #창동향원, #향원, #갓성비맛집, #국내산등심탕수육, #카카오페이, #제로페이"
피자나라치킨공주 서울창동점,4.0,4,#제로페이
최이순홍어무침 창동점,0,0,#제로페이
와9이닭,0,0,
찰진순대국,4.8,5,#제로페이
명가족발보쌈,5.0,3,"#점심식사, #제로페이"
장스치킨 창동신창시장점,0,0,
신창시장족발,4.0,4,#제로페이
제일떡집,0,0,#제로페이
화원,4.5,6,#제로페이
우리집김밥,3.7,3,#제로페이
모모632,2.8,4,"#분위기좋은, #애견동반, #애견동반술집, #치맥, #피맥, #혼술, #제로페이"
우설삼겹집,0,0,"#가성비고기집, #창동고기집, #한동생삼겹살, #한우2뿔차돌박이, #한우우설, #가족모임, #친목모임"
코노하,4.5,62,"#혼밥, #카카오페이, #제로페이"
구르미,5.0,1,#제로페이
파삼 솥뚜껑삼겹살,4.1,9,#제로페이
영자네,0,0,#제로페이
킹콩부대찌개 강북번동점,4.5,11,"#데이트코스, #혼밥, #제로페이"
라온하제,0,0,
메가혼밥 서울강북점,0,0,
배통 번동점,0,0,
그로킷,0,0,
이조옹기보쌈,5.0,6,"#마늘보쌈, #보쌈, #보쌈정식, #칼국수, #혼밥, #카카오페이, #제로페이"
고기극찬 강북점,0,0,
이것이국밥이다 서울강북점,5.0,1,
윤가네고기창고,5.0,1,"#회식장소, #제로페이"
다오시오 번동점,5.0,1,#제로페이
BBQ 강북스타점,2.6,16,#제로페이
여우애김밥 번동점,3.8,4,"#카카오페이, #제로페이"
명호분식,5.0,1,
착한집밥,3.8,5,"#혼밥, #제로페이"
국수김밥s,0,0,
지동닭갈비,4.4,36,"#데이트코스, #제로페이"
전주식당,4.0,2,"#아침식사, #점심식사, #제로페이"
현이네빵집,4.7,7,#제로페이
만두나무,5.0,2,#제로페이
오늘도삼겹,0,0,
호세야오리바베큐 번동점,0,0,
,66,,
남원식당,0,0,
레알간장게장전문점 서울본점,2.6,7,"#간장게장무한리필, #점심특선, #혼밥"
미친피자 강북점,5.0,1,
준스버거,5.0,1,
중앙떡방앗간,5.0,1,#제로페이
이모네,4.0,1,
바보다,0,0,
오아시스식당,0,0,#제로페이
지랄닭발 수유점,5.0,1,
감성김밥,3.0,4,#제로페이
옛멧돌즉석두부,0,0,#제로페이
풍미정육식당,0,0,#제로페이
동방주관,0,0,"#카카오페이, #제로페이"
번동 아지트,0,0,"#이동약자접근, #혼술"
못난이꽈배기 시장점,5.0,3,
점순이하우스,1.7,27,"#노포, #제로페이"
,24,,
장수보쌈족발,2.9,8,"#점심식사, #제로페이"
롯데리아 창동역점,2.6,11,"#카카오페이, #제로페이"
후니네횟집,4.9,10,"#도봉구맛집, #창동맛집, #횟집, #맛집, #매운탕맛집"
담양포차,0,0,
골목집숯불갈비,4.7,15,#제로페이
맑음이네,5.0,6,"#카카오페이, #제로페이"
케이크부름,5.0,1,"#레터링케이크, #수제케이크, #케이크주문제작"
구뜨케이크,0,0,"#데이트코스, #레터링케이크, #수제케이크, #케이크주문제작, #제로페이"
세종라멘,4.9,10,#혼밥
베트남식당,3.9,21,#혼밥
원빈,3.0,7,#제로페이
원더베이글하우스,4.6,5,"#카카오페이, #제로페이"
뚱보냉면,3.4,31,"#안심식당, #이동약자접근, #제로페이"
파무쳐두마리파닭,0,0,
쌍문역맛있는김치찌개,0,0,#제로페이
포아이니 창동점,0,0,#혼밥
,152,,
빵굼터 쌍문점,5.0,2,
오감만족 도봉점,0,0,
행복포차 쌍문점,5.0,2,#제로페이
짝태&노가리 쌍문점,0,0,
이도보쌈,5.0,3,#제로페이
심서방쭈꾸미,0,0,
사이야 신창동점,0,0,
조개일번지,4.5,4,"#노포, #제로페이"
인생술집,0,0,
우마이 신창동점,4.6,5,#혼술
샵로그인,0,0,#퓨전포차
아이스마켓 창동점,0,0,"#이동약자접근, #카카오페이, #제로페이"
굽네치킨 창2동점,1.8,21,"#카카오페이, #제로페이"
참치대가,0,0,
용추골순대,5.0,1,#제로페이
드시소,4.0,7,"#분위기좋은, #이동약자접근, #코스요리, #혼술, #제로페이"
호랑이칡냉면 수유점,0,0,
봉평메밀촌 번동점,0,0,
곱깨비 서울수유점,5.0,1,#제로페이
잇센스시 수유본점,0,0,#제로페이
모찌네타코야끼 번동점,5.0,4,
자금성,5.0,5,#제로페이
,340,,
미가시골밥상,5.0,2,"#건강식, #혼밥, #제로페이"
대성숯불닭갈비 본점,4.0,1,#제로페이
손큰할매순대국 수유점,0,0,
탄넨카츠,4.3,4,"#혼밥, #제로페이"
맛나식당,0,0,#노포
퀸호프,0,0,
가득찬 소곱창 수유점,5.0,2,#노포
도깨비족발,5.0,1,
맛있는포차,0,0,#제로페이
치킨주막 번동점,0,0,
연탄직화구이 홍곱창,0,0,
두두 숯불바베큐치킨&골뱅이,3.0,6,"#노포, #제로페이"
메가비어 수유1호점,1.0,1,"#이동약자접근, #제로페이"
우리국밥,1.0,1,"#점심식사, #제로페이"
명가갈비찜 강북수유점,3.7,3,"#갈비찜, #강북맛집, #고기, #배달맛집, #혼밥맛집, #혼밥, #제로페이"
산해진미,4.5,15,#제로페이
바우네곱창,4.3,3,#제로페이
너네가찾던포차,0,0,#제로페이
아이스크림할인점,0,0,
문,3.8,8,"#분위기좋은, #혼술"
오천냥,5.0,2,"#혼술, #제로페이"
큰집닭강정 번동점,4.0,4,
또올래주막,5.0,1,
마구포차,0,0,#혼술
쉐프쿠스토,4.3,11,"#데이트코스, #분위기좋은, #점심식사, #제로페이"
대머리곱창,5.0,5,#제로페이
부김삼,0,0,#제로페이
라이브 와이어,0,0,#제로페이
회식,3.0,3,"#카카오페이, #제로페이"
전준수 명품청기와감자탕,4.0,10,#제로페이
착한낙지 수유본점,4.3,8,"#가족모임, #친목모임, #회식장소, #제로페이"
삼각산참나무장작구이,0,0,
수유솥뚜껑삼겹살,4.5,4,#제로페이
류가삼계전골,0,0,"#혼밥, #카카오페이, #제로페이"
수유리강대포 강대포센터,1.7,6,"#점심식사, #혼밥"
인생숯불갈비,3.5,2,#제로페이
,102,,
코토바,5.0,3,
수유왕노가리,5.0,1,"#노포, #제로페이"
수유대패삼겹살,0,0,
꾸꾸루꾸바베큐 번동점,4.0,1,#제로페이
수르르,5.0,2,"#데이트코스, #오뎅바, #칵테일바, #제로페이"
한식명가,5.0,1,
호랑이쌀국수 수유점,0,0,
블루문세계맥주,0,0,
윤가솥뚜껑,4.8,4,"#노포, #제로페이"
강촌식당,3.9,9,"#노포, #제로페이"
공릉동원조멸치국수 수유점,4.5,14,"#노포, #혼밥, #제로페이"
,70,,
이모네빈대떡,3.8,4,
하얼빈반점,4.5,13,"#카카오페이, #제로페이"
옥이네집,0,0,"#노포, #혼술"
창동야시장,0,0,
최고집쭈꾸미,0,0,
청진동해장국,0,0,#혼밥
2번출구호프,5.0,3,#제로페이
리빠똥호프,0,0,
방가네회도매시장,2.2,6,"#친목모임, #제로페이"
맥켄치킨 창동역점,3.9,11,"#노포, #친목모임"
꼼수,3.7,6,#제로페이
유미네튀김집 창동본점,2.6,18,"#혼밥, #혼술, #제로페이"
떡의나라 창동역점,0,0,#제로페이
라화쿵부 창동역점,4.5,13,"#혼밥, #카카오페이, #제로페이"
윤지영단팥빵,5.0,1,
3.5칼국수,0,0,#혼밥
정가네,2.7,6,"#점심식사, #제로페이"
스마일닭강정,3.3,47,"#혼술, #제로페이"
선스랩,4.8,13,#제로페이
굽네치킨 창5동점,4.3,17,
동네식당,4.5,8,"#데이트코스, #점심식사, #혼밥"
아카리,4.7,3,"#혼술, #제로페이"
자매식당,3.1,17,"#점심식사, #혼밥, #제로페이"
이수만선,0,0,
원조냉면,5.0,4,#제로페이
참나무골,4.0,2,#제로페이
인생극장,4.0,4,
원조칡냉면,0,0,"#가족모임, #노포"
겨리,4.1,26,"#이동약자접근, #혼밥, #제로페이"
처음처럼,0,0,#제로페이
벧엘제과,5.0,11,#제로페이
통큰묵은지찜,4.0,4,#제로페이
치타,4.6,7,"#혼술, #제로페이"
구월십일,4.0,41,"#혼밥, #제로페이"
리얼파스타,4.0,17,#제로페이
찬스호프치킨,0,0,
목포항회세꼬시 창동점,4.2,5,#제로페이
파리바게뜨 창동한신점,5.0,1,"#카카오페이, #제로페이"
파스타잇,4.4,8,#데이트코스
트라토리아진,4.4,43,#제로페이
정오아카데미,0,0,#제로페이
박리분식,3.0,2,"#혼밥, #제로페이"
품바빈대떡,3.5,11,#제로페이
싹쓰리솥뚜껑생김치삼겹살 쌍문점,5.0,2,
정직유부 쌍문점,3.3,4,"#혼밥, #카카오페이, #제로페이"
합리화,4.3,3,#캐주얼펍
레빈츠,0,0,
산전수전,3.0,2,#노포
이가네미나리삼겹,0,0,#제로페이
두드린,0,0,"#비건베이커리, #카카오페이, #제로페이"
다도해물,0,0,
블루밍,4.3,40,"#고즈넉한, #분위기좋은, #브런치카페, #제로페이"
응응스크르 서울 창동점,0,0,
도참치 쌍문본점,4.6,13,"#친목모임, #제로페이"
구석집,3.6,5,"#노포, #정육식당, #제로페이"
감나무골 사철탕삼계탕,5.0,2,#제로페이
카페띠아모 쌍문동점,5.0,5,#제로페이
스시혼,5.0,1,
스시혼 창동점,3.2,65,#제로페이
타코에꼬치다,2.0,2,
셀프수산 도봉점,5.0,2,#카카오페이
후타츠,4.3,48,"#혼밥, #카카오페이, #제로페이"
본토갈비,4.0,1,
고향역포차,0,0,
쭈꾸미킹 쌍문점,2.5,21,#봄제철음식
버거킹 쌍문SK점,3.3,26,"#혼밥, #카카오페이"
본죽&비빔밥cafe 쌍문역드림점,5.0,2,
화로주방,4.4,5,"#심야식당, #점심특선"
우와곱창,3.5,2,#제로페이
스시우,3.7,7,#제로페이
연홍냉면 쌍문점,0,0,
코지,4.8,10,"#스테이크, #쌍문맛집, #쌍문역맛집, #와인, #파스타, #데이트코스, #브런치카페, #이동약자접근, #제로페이"
샤브마을,4.5,13,"#가족모임, #친목모임, #혼밥"
고기싸롱 쌍문역점,3.7,19,"#고기뷔페, #카카오페이, #제로페이"
누구나홀딱반한닭 쌍문역점,2.7,10,
크로바닭구이,3.8,4,#제로페이
이게볶음밥,0,0,#제로페이
만두나라 쌍문점,0,0,
한니베,4.0,4,"#결혼답례품, #돌잔치답례품, #레터링케이크, #수제마카롱전문, #주문제작케이크, #디자인케이크, #수제케이크, #케이크주문제작, #제로페이"
창동빈대떡,0,0,
모모초밥,0,0,"#점심특선, #혼밥"
부산어묵 수유점,0,0,#제로페이
술생각날때,0,0,#제로페이
쓰리블렌드,5.0,1,
성식이네매운닭발 수유직영점,5.0,1,#제로페이
용타이키친,5.0,6,"#혼밥, #카카오페이, #제로페이"
여기부뚜막,5.0,1,#혼밥
소담촌 수유점,3.9,36,"#가족모임, #점심식사, #친목모임, #회식장소, #제로페이"
문성해물짬뽕 쌍문본점,3.7,35,"#안심식당, #친목모임, #제로페이"
도원순대국,1.0,1,#혼밥
김치생삼겹살,3.0,1,
바른보쌈1990 수유점,0,0,
애매식당,0,0,
최프로배달삼겹,0,0,
똘끼차이나,2.3,4,#제로페이
부부손맛,3.0,2,#제로페이
0910멸치집 수유점,5.0,2,
동궁찜닭 수유미아점,4.7,3,"#이동약자접근, #제로페이"
정순이네제주생삼겹살,5.0,1,
미산 중화요리,4.1,15,#제로페이
영자네곱창 번동점,3.5,10,#제로페이
우리커피호프,0,0,
낭만주점,0,0,#제로페이
해피데이,5.0,6,#제로페이
